_id,brand,website_id,price_offer_price,price_regular_price,price_basket_price,5da94f4e6d97010001f81d72,5da94f270ffeca000172b12e,5d0cc7b68a66a100014acdb0,5da94ef80ffeca000172b12c,5da94e940ffeca000172b12a
5da822166504fb65da005a59,prada,5da6d40110309200045874e6,1160.0,1160.0,1160.0,,,1165.0,,
5da822607d3a9baa211f85f4,prada,5da6d40110309200045874e6,1210.0,1210.0,1210.0,,,,,605.0
5da8221a6504fb65da005a7b,prada,5da6d40110309200045874e6,855.0,855.0,855.0,,,518.0,,
5da8218b6504fb65da004fb2,prada,5da6d40110309200045874e6,700.0,700.0,700.0,,,,,357.0
5da823b76504fb65cb261ac9,prada,5da6d40110309200045874e6,880.0,880.0,880.0,,,,,440.0
5da823b76504fb65cb261ad1,prada,5da6d40110309200045874e6,1070.0,1070.0,1070.0,,,,,749.0
5da822607d3a9baa211f8624,a.p.c. atelier de production et de création,5da6d40110309200045874e6,155.0,155.0,160.0,,,,,90.0
5da820fc6504fb65da0044eb,the row,5da6d40110309200045874e6,507.5,725.0,507.5,,,,730.0,504.0
5db81088d5424ee1f33529d6,gucci,5da6d40110309200045874e6,445.0,445.0,445.0,450.0,,450.0,,445.0
5da820c66504fb65cea70317,the row,5da6d40110309200045874e6,1200.0,1200.0,1200.0,,,,,1200.0
5da8220f6504fb65da00598d,the row,5da6d40110309200045874e6,1200.0,1200.0,1200.0,,,,,1200.0
5da820756504fb65da003b2e,the row,5da6d40110309200045874e6,500.0,500.0,500.0,,,478.0,,
5da821186504fb65d41c58ee,the row,5da6d40110309200045874e6,1675.0,1675.0,1675.0,1680.0,,1795.0,,
5db81081d5424ee1f335289d,saint laurent,5da6d40110309200045874e6,425.0,425.0,425.0,,,,,425.0
5da820416504fb65da0038e1,jimmy choo,5da6d40110309200045874e6,450.0,450.0,450.0,,,455.0,,
5da820db6504fb65da004285,christian louboutin,5da6d40110309200045874e6,495.0,495.0,495.0,,,,500.0,490.0
5da820ad6504fb65da004091,christian louboutin,5da6d40110309200045874e6,585.0,585.0,585.0,,,,590.0,
5da820ff6504fb65da004551,christian louboutin,5da6d40110309200045874e6,585.0,585.0,585.0,,,,590.0,
5da8218f6504fb65c4de40cc,christian louboutin,5da6d40110309200045874e6,675.0,675.0,675.0,,,,680.0,
5da81e076504fb65da0036f5,ancient greek sandals,5da6d40110309200045874e6,140.0,140.0,145.0,,,138.0,,
5da81decb25b035d1d17ac92,castañer,5da6d40110309200045874e6,85.0,85.0,90.0,,,,,85.0
5da81abeb25b035d1d17a4d6,jimmy choo,5da6d40110309200045874e6,450.0,450.0,450.0,,,500.0,,450.0
5da81d657f3e301b4504b6d4,giuseppe zanotti,5da6d40110309200045874e6,550.0,550.0,550.0,,,540.0,,
5da81d70b25b035d1d17ac26,balenciaga,5da6d40110309200045874e6,1650.0,1650.0,1650.0,,,3305.0,,
5da820116504fb65cea70298,loewe,5da6d40110309200045874e6,1995.0,1995.0,1995.0,,,,603.0,
5da81f227861c2af6a5a9469,prada,5da6d40110309200045874e6,460.0,460.0,460.0,,,,,294.0
5db80fbed5424ee1f335237b,saint laurent,5da6d40110309200045874e6,685.0,685.0,685.0,690.0,,,,
5da81b4d6504fb65cea70096,gucci,5da6d40110309200045874e6,295.0,295.0,295.0,300.0,,,,
5db8110dd5424ee1f3352ce0,gucci,5da6d40110309200045874e6,175.0,175.0,180.0,,,180.0,,175.0
5da81ef4b25b035d1d17b16e,gucci,5da6d40110309200045874e6,1690.0,1690.0,1690.0,,,1695.0,,
5da81cfa7861c2af6a5a8a86,gucci,5da6d40110309200045874e6,445.0,445.0,445.0,,,450.0,,
5da81f2a7861c2af6a5a9519,gucci,5da6d40110309200045874e6,715.0,715.0,715.0,,,720.0,720.0,715.0
5da82193465e00845f490c87,gucci,5da6d40110309200045874e6,450.0,450.0,450.0,,,455.0,,
5da8221a6504fb65da005a8b,gucci,5da6d40110309200045874e6,2250.0,2250.0,2250.0,,,,,1800.0
5da821b4b25b035d1d17ba17,gucci,5da6d40110309200045874e6,445.0,445.0,445.0,,635.0,,,
5da82248465e00845f490d33,gucci,5da6d40110309200045874e6,1790.0,1790.0,1790.0,,,1795.0,,
5da8219e6504fb65da00511c,gucci,5da6d40110309200045874e6,990.0,990.0,990.0,,,995.0,,
5da81d967861c2af6a5a907d,gucci,5da6d40110309200045874e6,445.0,445.0,445.0,,,,320.0,
5da822ad7f3e301b4504bb61,prada,5da6d40110309200045874e6,1205.0,1205.0,1205.0,,,,,602.0
5da821c76504fb65da0054fe,prada,5da6d40110309200045874e6,415.0,415.0,415.0,,,,,249.0
5da821c2b25b035d1d17baa1,dodo bar or,5da6d40110309200045874e6,560.0,800.0,560.0,,,,,301.0
5da821cdb25b035d1d17bb9d,matteau,5da6d40110309200045874e6,73.5,73.5,78.5,,,,32.0,
5da8210e465e00845f490c63,prada,5da6d40110309200045874e6,535.0,535.0,535.0,,,585.0,,
5da820eb7861c2af6a5a971b,jennifer chamandi,5da6d40110309200045874e6,348.0,580.0,348.0,,,293.0,,
5da820ff6504fb65da004569,jennifer chamandi,5da6d40110309200045874e6,470.0,470.0,470.0,,,240.0,,
5da81e377f3e301b4504b87f,golden goose,5da6d40110309200045874e6,310.0,310.0,310.0,315.0,,340.0,315.0,300.0
5da81ee17861c2af6a5a9145,golden goose,5da6d40110309200045874e6,300.0,300.0,300.0,,,340.0,,295.0
5da81c1db25b035d1d17a9ba,aesop,5da6d40110309200045874e6,57.0,57.0,62.0,62.0,,,,
5da81d967861c2af6a5a906f,rag & bone,5da6d40110309200045874e6,94.5,94.5,99.5,,110.0,,,
5db8110cd5424ee1f3352cb4,spanx,5da6d40110309200045874e6,32.5,32.5,37.5,69.0,,,,
5da81ea66504fb65cea701e3,common projects,5da6d40110309200045874e6,340.0,340.0,340.0,,,330.0,,
5db81116d5424ee1f3352e6a,stuart weitzman,5da6d40110309200045874e6,375.0,375.0,375.0,365.0,,,,
5da822166504fb65da005a49,stuart weitzman,5da6d40110309200045874e6,375.0,375.0,375.0,,,506.0,,
5da81accb25b035d1d17a54a,stuart weitzman,5da6d40110309200045874e6,375.0,375.0,375.0,,,495.0,,
5da81d657f3e301b4504b6fd,wolford,5da6d40110309200045874e6,130.0,130.0,135.0,135.0,,,135.0,
5da820ec6504fb65da004362,balenciaga,5da6d40110309200045874e6,540.0,540.0,540.0,,,570.0,530.0,540.0
5da81fa5465e00845f490bc1,balenciaga,5da6d40110309200045874e6,525.0,525.0,525.0,,,530.0,,
5da81a487d3a9baa211f7eee,christian louboutin,5da6d40110309200045874e6,1065.0,1065.0,1065.0,,,,1070.0,
5da81d5b7f3e301b4504b676,christian louboutin,5da6d40110309200045874e6,1545.0,1545.0,1545.0,,,,,1540.0
5da822256504fb65da005b56,moncler,5da6d40110309200045874e6,340.0,340.0,340.0,,355.0,,,
5da81c026504fb65cea700eb,christian louboutin,5da6d40110309200045874e6,525.0,525.0,525.0,,,,530.0,
5dc08708660ff53db02202cd,christian louboutin,5da6d40110309200045874e6,985.0,985.0,985.0,,,,,785.0
5da8217c6504fb65cea70361,christian louboutin,5da6d40110309200045874e6,985.0,985.0,985.0,,,,,785.0
5da81ad47861c2af6a5a8431,gianvito rossi,5da6d40110309200045874e6,500.0,500.0,500.0,,,,,525.0
5da81e97b25b035d1d17b063,givenchy,5da6d40110309200045874e6,410.0,410.0,410.0,,,955.0,,950.0
5da81ad47861c2af6a5a8445,givenchy,5da6d40110309200045874e6,435.0,435.0,435.0,270.0,,,,
5db81237d5424ee1f3353697,givenchy,5da6d40110309200045874e6,435.0,435.0,435.0,,,440.0,,
5db8110bd5424ee1f3352c88,spanx,5da6d40110309200045874e6,80.0,80.0,85.0,83.0,,,,
5da81ad47861c2af6a5a843c,spanx,5da6d40110309200045874e6,80.0,80.0,85.0,83.0,,,,
5da820cc6504fb65da00419d,fendi,5da6d40110309200045874e6,903.0,903.0,903.0,,,1295.0,,
5da820256504fb65c4de4088,sophia webster,5da6d40110309200045874e6,147.5,295.0,152.5,,,323.0,,
5da820ff6504fb65da00455c,aquazzura,5da6d40110309200045874e6,620.0,620.0,620.0,,,625.0,,620.0
5da81f2a7861c2af6a5a94cc,aquazzura,5da6d40110309200045874e6,620.0,620.0,620.0,,,,625.0,
5da821aa7d3a9baa211f8575,aquazzura,5da6d40110309200045874e6,530.0,530.0,530.0,,,956.0,,
5da8201f6504fb65d41c58b5,chloé,5da6d40110309200045874e6,374.5,535.0,374.5,,,574.0,,
5da8204d6504fb65da003964,chloé,5da6d40110309200045874e6,308.0,440.0,308.0,,,,,308.0
5db81237d5424ee1f3353698,chloé,5da6d40110309200045874e6,435.0,435.0,435.0,,,888.0,,
5da820926504fb65da003d2c,chloé,5da6d40110309200045874e6,550.0,550.0,550.0,,,569.0,,
5da821186504fb65d41c58cc,chloé,5da6d40110309200045874e6,252.0,420.0,252.0,,,425.0,,294.0
5da821fa6504fb65da00579c,alexander wang,5da6d40110309200045874e6,1300.0,1300.0,1300.0,,,1288.0,,
5da821ed6504fb65da005620,alexander wang,5da6d40110309200045874e6,580.0,580.0,580.0,,522.0,585.0,,
5da81cde7861c2af6a5a88b8,prada,5da6d40110309200045874e6,645.0,645.0,645.0,,,,650.0,
5da821186504fb65d41c58d4,prada,5da6d40110309200045874e6,795.0,795.0,795.0,,,800.0,,553.0
5da820986504fb65da003ded,prada,5da6d40110309200045874e6,515.0,515.0,515.0,,,,560.0,
5da81f457861c2af6a5a9592,prada,5da6d40110309200045874e6,645.0,645.0,645.0,,,650.0,,448.0
5da81e97b25b035d1d17b0ae,prada,5da6d40110309200045874e6,580.0,580.0,580.0,,,585.0,,402.0
5da820df6504fb65da0042db,prada,5da6d40110309200045874e6,580.0,580.0,580.0,,,,,580.0
5da820db6504fb65da00425a,prada,5da6d40110309200045874e6,460.0,460.0,460.0,,,,,318.0
5da820e66504fb65da004324,prada,5da6d40110309200045874e6,515.0,515.0,515.0,,,650.0,,451.0
5da821396504fb65da0049c6,prada,5da6d40110309200045874e6,555.0,555.0,555.0,,,565.0,,346.0
5da820826504fb65da003c18,prada,5da6d40110309200045874e6,610.0,610.0,610.0,,,,,427.0
5da820f96504fb65da0044b6,prada,5da6d40110309200045874e6,555.0,555.0,555.0,,,,,385.0
5da81f2a7861c2af6a5a94fb,isabel marant,5da6d40110309200045874e6,460.0,460.0,460.0,,,465.0,,460.0
5da820956504fb65da003d8f,isabel marant,5da6d40110309200045874e6,276.5,276.5,276.5,,,400.0,,395.0
5da820c96504fb65da004139,isabel marant,5da6d40110309200045874e6,390.0,390.0,390.0,395.0,,,,390.0
5da81ef27861c2af6a5a91fb,isabel marant,5da6d40110309200045874e6,288.0,480.0,288.0,,,465.0,,460.0
5da81cd67861c2af6a5a884d,isabel marant,5da6d40110309200045874e6,570.0,570.0,570.0,,,,,339.0
5da81ad87d3a9baa211f7ffa,gucci,5da6d40110309200045874e6,355.0,355.0,355.0,,,,,355.0
5da8209c6504fb65da003e8a,gucci,5da6d40110309200045874e6,445.0,445.0,445.0,,460.0,450.0,450.0,445.0
5da820956504fb65da003d9e,gucci,5da6d40110309200045874e6,445.0,445.0,445.0,410.0,,430.0,,425.0
5da820ad6504fb65da004078,gucci,5da6d40110309200045874e6,530.0,530.0,530.0,,,683.0,,525.0
5da821ba6504fb65da0053ef,gucci,5da6d40110309200045874e6,450.0,450.0,450.0,,,,,450.0
5da81b247f3e301b4504b471,gucci,5da6d40110309200045874e6,495.0,495.0,495.0,,,,,350.0
5da816f86504fb65cea6fed4,gucci,5da6d40110309200045874e6,355.0,355.0,355.0,,,598.0,,355.0
5da820c66504fb65cea70313,gucci,5da6d40110309200045874e6,530.0,530.0,530.0,,,,535.0,530.0
5da820a66504fb65da003fcc,gucci,5da6d40110309200045874e6,885.0,885.0,885.0,890.0,,,,885.0
5da81f0b7f3e301b4504b9bc,gucci,5da6d40110309200045874e6,795.0,795.0,795.0,,,,,790.0
5da820f56504fb65da00443b,gucci,5da6d40110309200045874e6,630.0,630.0,630.0,,,,,625.0
5da81e377f3e301b4504b8a3,gucci,5da6d40110309200045874e6,225.0,225.0,225.0,,,230.0,,
5da819ea6504fb65d41c5571,chloé,5da6d40110309200045874e6,896.0,896.0,896.0,,,1377.0,,
5dc1c18bb032d021f8811eda,chloé,5da6d40110309200045874e6,570.0,570.0,570.0,,,977.0,,
5da821b16504fb65da005330,prada,5da6d40110309200045874e6,2735.0,2735.0,2735.0,,,1373.0,,
5da821b4b25b035d1d17ba07,prada,5da6d40110309200045874e6,5100.0,5100.0,5100.0,,,901805.0,,
5da821186504fb65d41c58ce,prada,5da6d40110309200045874e6,2270.0,2270.0,2270.0,,,,880.0,
5da821a96504fb65da005273,prada,5da6d40110309200045874e6,1065.0,1065.0,1065.0,,,665.0,,
5da821ad6504fb65da0052f0,prada,5da6d40110309200045874e6,1810.0,1810.0,1810.0,,,,,1267.0
5da821ca6504fb65da00555c,prada,5da6d40110309200045874e6,735.0,735.0,735.0,,,446.0,,
5da821e5b25b035d1d17bd41,prada,5da6d40110309200045874e6,480.0,480.0,480.0,,,,,336.0
5da822607d3a9baa211f8617,prada,5da6d40110309200045874e6,455.0,455.0,455.0,,,,,315.0
5da8218fb25b035d1d17b7d5,prada,5da6d40110309200045874e6,605.0,605.0,605.0,,,,,287.0
5da822446504fb65c4de4166,prada,5da6d40110309200045874e6,415.0,415.0,415.0,,,,,246.0
5da81eeb7861c2af6a5a91a2,gucci,5da6d40110309200045874e6,875.0,875.0,875.0,,,880.0,,
5da81f5b6504fb65cea701fb,gucci,5da6d40110309200045874e6,315.0,315.0,315.0,,,,320.0,
5da820e66504fb65da004349,roger vivier,5da6d40110309200045874e6,485.0,485.0,485.0,490.0,,,,
5da81c30b25b035d1d17a9cd,gucci,5da6d40110309200045874e6,850.0,850.0,850.0,,,,855.0,
5dc577fabe447bd5047ccf43,gucci,5da6d40110309200045874e6,1240.0,1240.0,1240.0,,,2204.0,,
5da81a506504fb65c4de3d0f,gucci,5da6d40110309200045874e6,530.0,530.0,530.0,,,,535.0,530.0
5da817a36504fb65c4de3b59,gucci,5da6d40110309200045874e6,1510.0,1510.0,1510.0,,,,,1510.0
5da81e56b25b035d1d17aed5,ancient greek sandals,5da6d40110309200045874e6,135.0,135.0,140.0,,,130.0,145.0,
5da820ad6504fb65da004088,rené caovilla,5da6d40110309200045874e6,620.0,620.0,620.0,,,669.0,,
5da821c36504fb65da0054bf,gucci,5da6d40110309200045874e6,2250.0,2250.0,2250.0,,,2255.0,,
5da821fa6504fb65da0057a5,gucci,5da6d40110309200045874e6,1450.0,1450.0,1450.0,,,1455.0,,
5da821d3b25b035d1d17bbe7,gucci,5da6d40110309200045874e6,2850.0,2850.0,2850.0,,,2855.0,,
5da8218b6504fb65da004fb0,gucci,5da6d40110309200045874e6,1750.0,1750.0,1750.0,,,,,1750.0
5da82216b25b035d1d17bfd5,gucci,5da6d40110309200045874e6,2850.0,2850.0,2850.0,,,,,2850.0
5da821f16504fb65da0056c4,gucci,5da6d40110309200045874e6,2980.0,2980.0,2980.0,,,,,2980.0
5da8217db25b035d1d17b6cb,gucci,5da6d40110309200045874e6,1980.0,1980.0,1980.0,,,1985.0,,
5da820986504fb65da003e27,gucci,5da6d40110309200045874e6,3100.0,3100.0,3100.0,,,3105.0,,
5da821056504fb65da0045c3,gucci,5da6d40110309200045874e6,1600.0,1600.0,1600.0,,,1605.0,,
5da821ba6504fb65da005407,gucci,5da6d40110309200045874e6,1600.0,1600.0,1600.0,,1615.0,,,1600.0
5da821746504fb65da004e60,gucci,5da6d40110309200045874e6,1700.0,1700.0,1700.0,,,1705.0,,
5da8219db25b035d1d17b8aa,gucci,5da6d40110309200045874e6,3500.0,3500.0,3500.0,,,3505.0,,
5da821a66504fb65da0051f7,gucci,5da6d40110309200045874e6,1500.0,1500.0,1500.0,,,,1505.0,
5da821aab25b035d1d17b9c0,gucci,5da6d40110309200045874e6,980.0,980.0,980.0,,,985.0,,980.0
5da82229b25b035d1d17c077,gucci,5da6d40110309200045874e6,530.0,530.0,530.0,,,,535.0,
5da821ecb25b035d1d17bd87,gucci,5da6d40110309200045874e6,590.0,590.0,590.0,,,595.0,,
5da822166504fb65da005a58,gucci,5da6d40110309200045874e6,890.0,890.0,890.0,,,895.0,,
5da820926504fb65da003d28,gucci,5da6d40110309200045874e6,630.0,630.0,630.0,,,1371.0,,
5da820ad6504fb65da004047,gucci,5da6d40110309200045874e6,1100.0,1100.0,1100.0,,,1105.0,,
5da8217db25b035d1d17b6e2,gucci,5da6d40110309200045874e6,1100.0,1100.0,1100.0,,,1982.0,,
5da822166504fb65da005a4c,gucci,5da6d40110309200045874e6,980.0,980.0,980.0,,,895.0,,890.0
5da822ad7f3e301b4504bb8f,gucci,5da6d40110309200045874e6,690.0,690.0,690.0,,705.0,705.0,,
5da821c76504fb65da005532,miu miu,5da6d40110309200045874e6,1205.0,1205.0,1205.0,,,,,720.0
5da82177b25b035d1d17b648,miu miu,5da6d40110309200045874e6,1435.0,1435.0,1435.0,,,,,1001.0
5da821b16504fb65da005326,miu miu,5da6d40110309200045874e6,665.0,665.0,665.0,,,670.0,,396.0
5da821786504fb65da004ed3,miu miu,5da6d40110309200045874e6,570.0,570.0,570.0,,,,,395.0
5da821d3b25b035d1d17bc0b,miu miu,5da6d40110309200045874e6,570.0,570.0,570.0,,,,,395.0
5da82165b25b035d1d17b55c,miu miu,5da6d40110309200045874e6,470.0,470.0,470.0,,,240.0,,
5da821f66504fb65da0056ff,miu miu,5da6d40110309200045874e6,335.0,335.0,335.0,,,337.0,,
5db811dcd5424ee1f335331d,sorel,5da6d40110309200045874e6,102.0,102.0,107.0,,,,,121.0
5da82229b25b035d1d17c0ad,galvan,5da6d40110309200045874e6,475.0,475.0,475.0,,,,,297.0
5da820a36504fb65da003f62,burberry,5da6d40110309200045874e6,1550.0,1550.0,1550.0,,,1595.0,,1590.0
5da81efa7861c2af6a5a92bd,hanro,5da6d40110309200045874e6,51.0,51.0,56.0,87.0,,,,
5da81ad87d3a9baa211f7feb,sorel,5da6d40110309200045874e6,150.0,150.0,155.0,,,,,150.0
5da821056504fb65da0045ca,prada,5da6d40110309200045874e6,535.0,535.0,535.0,,,,,406.0
5da821096504fb65da004650,miu miu,5da6d40110309200045874e6,795.0,795.0,795.0,,,,,556.0
5da820d86504fb65da0041e3,miu miu,5da6d40110309200045874e6,795.0,795.0,795.0,,,,,553.0
5da8210e465e00845f490c71,miu miu,5da6d40110309200045874e6,740.0,740.0,740.0,,,,,518.0
5da821d3b25b035d1d17bbea,jw anderson,5da6d40110309200045874e6,540.0,1350.0,540.0,,,1085.0,,
5da821fa6504fb65da005746,acne studios,5da6d40110309200045874e6,1470.0,1470.0,1470.0,,,2105.0,,
5da821fa6504fb65da00574d,acne studios,5da6d40110309200045874e6,210.0,210.0,210.0,,,305.0,,
5da8220f6504fb65da005983,acne studios,5da6d40110309200045874e6,1200.0,1200.0,1200.0,1160.0,,1205.0,,
5da820926504fb65da003d34,acne studios,5da6d40110309200045874e6,168.0,168.0,173.0,,,245.0,,
5da821926504fb65da004fdb,acne studios,5da6d40110309200045874e6,182.0,182.0,187.0,,275.0,,,
5da821f4b25b035d1d17bde0,acne studios,5da6d40110309200045874e6,119.0,170.0,124.0,,185.0,,,
5da821b4b25b035d1d17ba13,saint laurent,5da6d40110309200045874e6,1296.0,2160.0,1296.0,,,1517.0,869.0,1293.0
5da821c36504fb65da0054d2,saint laurent,5da6d40110309200045874e6,2565.0,2565.0,2565.0,,,2885.0,,
5dcc1cf74c033d4acec101d1,staud,5da6d40110309200045874e6,160.0,160.0,165.0,165.0,,190.0,,
5da8208d6504fb65da003cec,off-white,5da6d40110309200045874e6,655.0,655.0,655.0,,,675.0,,
5da81eeb7861c2af6a5a91c8,saint laurent,5da6d40110309200045874e6,375.0,375.0,375.0,,,380.0,,365.0
5da8209c6504fb65da003e8b,saint laurent,5da6d40110309200045874e6,465.0,465.0,465.0,,,,,455.0
5da820956504fb65da003dbc,acne studios,5da6d40110309200045874e6,140.0,140.0,145.0,,,120.0,,
5da8217db25b035d1d17b6b3,alexander mcqueen,5da6d40110309200045874e6,797.5,1595.0,797.5,,,,,834.0
5da81eff7f3e301b4504b914,loewe,5da6d40110309200045874e6,1275.0,1275.0,1275.0,1455.0,,1455.0,,
5da81d0f7861c2af6a5a8b53,jimmy choo,5da6d40110309200045874e6,276.5,395.0,276.5,400.0,,,,276.0
5db80fbfd5424ee1f33523c6,jimmy choo,5da6d40110309200045874e6,315.0,315.0,315.0,,,,,475.0
5dceb2f44c033d1dd2933185,wandler,5da6d40110309200045874e6,655.0,655.0,655.0,,,,,750.0
5da821ce6504fb65d41c5954,miu miu,5da6d40110309200045874e6,2795.0,2795.0,2795.0,,,,,1674.0
5da821f16504fb65da00567f,miu miu,5da6d40110309200045874e6,1820.0,1820.0,1820.0,,,901.0,,
5da822446504fb65c4de4155,miu miu,5da6d40110309200045874e6,2025.0,2025.0,2025.0,,,1018.0,815.0,1212.0
5da8267c6504fb65da005bf7,miu miu,5da6d40110309200045874e6,570.0,570.0,570.0,,,,,282.0
5da820116504fb65cea70290,christian louboutin,5da6d40110309200045874e6,1225.0,1225.0,1225.0,,,,,1220.0
5da820ec6504fb65da0043aa,christian louboutin,5da6d40110309200045874e6,975.0,975.0,975.0,,,,980.0,
5da820b16504fb65da0040e1,christian louboutin,5da6d40110309200045874e6,1375.0,1375.0,1375.0,,,,1380.0,
5da82148b25b035d1d17b352,christian louboutin,5da6d40110309200045874e6,545.0,545.0,545.0,,,,550.0,
5da821096504fb65da004665,christian louboutin,5da6d40110309200045874e6,495.0,495.0,495.0,,,,,490.0
5da8207e7f3e301b4504ba4d,christian louboutin,5da6d40110309200045874e6,595.0,595.0,595.0,,,,,645.0
5da81da97861c2af6a5a90f4,balenciaga,5da6d40110309200045874e6,565.0,565.0,565.0,,,570.0,,
5da81f0b7861c2af6a5a9337,balenciaga,5da6d40110309200045874e6,297.5,297.5,297.5,550.0,,,,
5da81ef4b25b035d1d17b184,balenciaga,5da6d40110309200045874e6,395.5,395.5,395.5,570.0,665.0,655.0,570.0,
5da821347f3e301b4504bac0,balenciaga,5da6d40110309200045874e6,565.0,565.0,565.0,545.0,580.0,570.0,,
5da81d7e7861c2af6a5a8f8e,balenciaga,5da6d40110309200045874e6,1460.0,1460.0,1460.0,,,1465.0,,
5da81f027861c2af6a5a92e5,balenciaga,5da6d40110309200045874e6,798.0,1140.0,798.0,,,1145.0,,
5da81ca16504fb65cb2617f1,jimmy choo,5da6d40110309200045874e6,450.0,450.0,450.0,,,500.0,,
5da81d9a7d3a9baa211f83e3,christian louboutin,5da6d40110309200045874e6,765.0,765.0,765.0,,,,770.0,760.0
5da81f0b7f3e301b4504b96d,golden goose,5da6d40110309200045874e6,310.0,310.0,310.0,,,315.0,,
5da821fbb25b035d1d17be40,prada,5da6d40110309200045874e6,1195.0,1195.0,1195.0,,,,,478.0
5da821e5b25b035d1d17bd3e,prada,5da6d40110309200045874e6,640.0,640.0,640.0,,,,,317.0
5da821646504fb65da004d01,prada,5da6d40110309200045874e6,670.0,670.0,670.0,,,675.0,,
5da821746504fb65da004e8e,prada,5da6d40110309200045874e6,735.0,735.0,735.0,,,,,292.0
5da8221d6504fb65da005b04,prada,5da6d40110309200045874e6,735.0,735.0,735.0,,,,,365.0
5da8267c6504fb65da005bf3,prada,5da6d40110309200045874e6,735.0,735.0,735.0,,,,,365.0
5da820f26504fb65da00440e,balenciaga,5da6d40110309200045874e6,785.0,785.0,785.0,,,,970.0,960.0
5da820cc6504fb65da004164,the row,5da6d40110309200045874e6,950.0,950.0,950.0,,,,,925.0
5da8202e6504fb65da003811,giuseppe zanotti,5da6d40110309200045874e6,730.0,730.0,730.0,,690.0,,,
5da81f027861c2af6a5a92d7,giuseppe zanotti,5da6d40110309200045874e6,560.0,560.0,560.0,,,565.0,,
5da81f5d7861c2af6a5a9686,prada,5da6d40110309200045874e6,930.0,930.0,930.0,,,935.0,,647.0
5da820756504fb65da003b2f,prada,5da6d40110309200045874e6,610.0,610.0,610.0,,,,615.0,
5da8211e6504fb65da0047c9,prada,5da6d40110309200045874e6,610.0,610.0,610.0,,,,,363.0
5da82080b25b035d1d17b283,prada,5da6d40110309200045874e6,930.0,930.0,930.0,,,,,647.0
5da81fc07f3e301b4504b9e2,prada,5da6d40110309200045874e6,835.0,835.0,835.0,,,,,581.0
5da8204e6504fb65cb2619ff,prada,5da6d40110309200045874e6,645.0,645.0,645.0,,,,,448.0
5da81d047861c2af6a5a8ace,carolina bucci,5da6d40110309200045874e6,820.0,820.0,820.0,,,905.0,,
5da81f5b6504fb65cea701f7,christian louboutin,5da6d40110309200045874e6,495.0,495.0,495.0,,,,530.0,
5da81a477f3e301b4504b2c3,frame,5da6d40110309200045874e6,990.0,990.0,990.0,,,,,728.0
5da82155b25b035d1d17b442,moncler genius,5da6d40110309200045874e6,1500.0,1500.0,1500.0,,,,,1495.0
5da81eb56504fb65c4de3fae,jennifer chamandi,5da6d40110309200045874e6,390.0,650.0,390.0,,,345.0,,
5da81ebe6504fb65da003790,jennifer chamandi,5da6d40110309200045874e6,245.0,490.0,245.0,,,495.0,,
5da81decb25b035d1d17ac96,isabel marant,5da6d40110309200045874e6,380.0,380.0,380.0,,,385.0,,380.0
5da821fe6504fb65da005809,bella freud,5da6d40110309200045874e6,310.0,310.0,310.0,,,363.0,305.0,
5dc1c18bb032d021f8811edf,chloé,5da6d40110309200045874e6,1890.0,1890.0,1890.0,,,3837.0,,
5dc1c191b032d021f8811ef3,chloé,5da6d40110309200045874e6,1248.0,1248.0,1248.0,,,,,1452.0
5da81c46465e00845f490ae9,aeydē,5da6d40110309200045874e6,315.0,315.0,315.0,,,397.0,,
5db81114d5424ee1f3352e17,see by chloé,5da6d40110309200045874e6,260.0,260.0,260.0,,,,,260.0
5da821fbb25b035d1d17be62,gianvito rossi,5da6d40110309200045874e6,510.0,510.0,510.0,,,487.0,,
5da821606504fb65da004ca5,giuliva heritage collection,5da6d40110309200045874e6,855.0,1710.0,855.0,,,,512.0,
5da81c8a7861c2af6a5a8566,j brand,5da6d40110309200045874e6,200.0,200.0,200.0,,,277.0,,
5db80fc1d5424ee1f3352400,gucci,5da6d40110309200045874e6,2230.0,2230.0,2230.0,,,5118.0,,2225.0
5da821ed6504fb65da00561d,gucci,5da6d40110309200045874e6,3130.0,3130.0,3130.0,,,3135.0,,3125.0
5da821b66504fb65da005396,gucci,5da6d40110309200045874e6,3550.0,3550.0,3550.0,,,,,3550.0
5da821b66504fb65da005386,gucci,5da6d40110309200045874e6,2860.0,2860.0,2860.0,,,,,2855.0
5da821d9b25b035d1d17bc6d,gucci,5da6d40110309200045874e6,2660.0,2660.0,2660.0,,,2665.0,,
5da82221b25b035d1d17c04e,gucci,5da6d40110309200045874e6,1770.0,1770.0,1770.0,,,,,1765.0
5da821f4b25b035d1d17bddd,gucci,5da6d40110309200045874e6,2660.0,2660.0,2660.0,,,4901.0,,
5da821ce6504fb65da0055d8,gucci,5da6d40110309200045874e6,1690.0,1690.0,1690.0,,,1695.0,,
5da822126504fb65da0059b0,gucci,5da6d40110309200045874e6,1080.0,1080.0,1080.0,,,1085.0,,1075.0
5da822607d3a9baa211f85e7,gucci,5da6d40110309200045874e6,1250.0,1250.0,1250.0,,,1255.0,,
5da820fc6504fb65da004536,gucci,5da6d40110309200045874e6,1080.0,1080.0,1080.0,,,1085.0,,
5da821646504fb65da004ce1,gucci,5da6d40110309200045874e6,1080.0,1080.0,1080.0,,,2666.0,,
5da821966504fb65da00507a,gucci,5da6d40110309200045874e6,1340.0,1340.0,1340.0,,,1345.0,,
